Product ID,Category,Product Name,Specifications,Bin Location,Datasheet URL,Image URL,Original Source,seo_description,technical_specifications
A2D-1011,Microcontrollers & IoT,STM Lora + Sigfox,Discovery Kit for STM32L072 MCU,-,https://www.st.com/resource/en/product_presentation/fp-atr-lora1_quick_start_guide.pdf,https://cdn-shop.adafruit.com/970x728/3613-01.jpg,,"The A2D-1011 STM Lora + Sigfox module is a versatile and powerful IoT solution for tracking applications. Featuring a LoRa connectivity with class A and C compliance, it enables low-power and low-bandwidth data transmission over long distances. With its integrated ST-LINK/V2-1, developers can easily debug and program the microcontroller. Additionally, the board comes with free software libraries and examples available with the STM32Cube package, making it an ideal choice for IoT projects. Suitable applications include asset tracking, people tracking, fleet management, and more.","{
  ""Part Number"": ""A2D-1011"",
  ""Product Type"": ""Microcontrollers & IoT"",
  ""Manufacturer"": ""ST"",
  ""Operating Voltage"": ""N/A"",
  ""Current Rating"": ""N/A"",
  ""Package Type"": ""Module"",
  ""Temperature Range"": ""N/A"",
  ""Interface"": ""LoRa, Sigfox"",
  ""Key Features"": [
    ""LoRa connectivity"",
    ""Sigfox compatibility"",
    ""Integrated ST-LINK/V2-1""
  ],
  ""Applications"": [
    ""Asset tracking"",
    ""People tracking"",
    ""Fleet management""
  ]
}"
A2D-1012,Microcontrollers & IoT,STM32WL,Wireless Long Range Ultra Micro Power,-,https://www.st.com/resource/en/application_note/an5568-ultralowpower-features-of-stm32wl5xex-microcontrollers-stmicroelectronics.pdf,https://www.st.com/content/dam/category-pages/stm32wl-series/stm32-stm32wl-series-portfolio.jpg,,"The STM32WL5x/Ex microcontrollers are long-range wireless and ultra-low-power devices that embed a powerful and ultra-low-power LPWAN-compliant radio solution. With a high-performance Arm Cortex-M4 core operating at up to 48 MHz, these devices offer flexible power management, large memory interfaces, and advanced analog features. Perfect for battery-powered applications such as wearables, smart home devices, and IoT sensors, the STM32WL5x/Ex devices also support batch acquisition mode (BAM) for efficient data transfer. Suitable for use in a variety of applications including smart energy management, industrial automation, and healthcare monitoring.","{
  ""Part Number"": ""A2D-1012"",
  ""Product Type"": ""Microcontrollers & IoT"",
  ""Manufacturer"": ""maker"",
  ""Operating Voltage"": ""1.8 V to 3.6 V"",
  ""Current Rating"": ""dependent on power mode and frequency"",
  ""Package Type"": ""N/A"",
  ""Temperature Range"": ""-20°C to 85°C"",
  ""Interface"": ""UART, I2C, SPI, ADC, DAC"",
  ""Key Features"": [
    ""ultra-low-power"",
    ""long-range wireless"",
    ""LPWAN-compliant radio solution"",
    ""Arm Cortex-M4 core""
  ],
  ""Applications"": [
    ""wearables"",
    ""smart home devices"",
    ""IoT sensors""
  ]
}"
A2D-1013,Microcontrollers & IoT,STM32L476,Nucleo-64 / MCU High Performance,-,https://www.st.com/resource/en/user_manual/um1724-stm32-nucleo64-boards-mb1136-stmicroelectronics.pdf,https://i.ebayimg.com/images/g/pcEAAOSwm2lmnecI/s-l1200.jpg,,"The NUCLEO-F030R8 microcontroller board features a high-performance STM32F030R8 ARM-based core, operating at up to 48 MHz. With its built-in flash memory and SRAM, it supports various applications including automation, robotics, and IoT devices. This board's key specifications include an operating voltage range of 2.0 V to 3.6 V, current rating of 50 mA, package type of LQFP64, temperature range of -40°C to 125°C, and interface type of SWD. Its main applications include prototyping, proof-of-concept development, and testing.","{
  ""Part Number"": ""NUCLEO-F030R8"",
  ""Product Type"": ""Microcontroller Board"",
  ""Manufacturer"": ""STMicroelectronics"",
  ""Operating Voltage"": ""2.0 V to 3.6 V"",
  ""Current Rating"": ""50 mA"",
  ""Package Type"": ""LQFP64"",
  ""Temperature Range"": ""-40°C to 125°C"",
  ""Interface"": ""SWD"",
  ""Key Features"": [
    ""STM32F030R8 ARM-based core"",
    ""Built-in flash memory and SRAM""
  ],
  ""Applications"": [
    ""Prototyping"",
    ""Proof-of-concept development"",
    ""Testing""
  ]
}"
A2D-1014,Microcontrollers & IoT,MSP-EXP430G2,TI Launch Pads,BB20,https://www.ti.com/lit/pdf/slau318,https://img.fruugo.com/product/0/45/1845359450_max.jpg,,"The MSP-EXP430G2 LaunchPad Development Kit is a versatile and powerful tool for developing applications with Texas Instruments' MSP430 microcontrollers. This kit provides a comprehensive development platform for prototyping and testing, featuring an on-board emulator and debugger. Key technical features include the MSP430G2553 device, 10-pin target socket, and USB interface.","{
  ""Part Number"": ""MSP-EXP430G2"",
  ""Product Type"": ""Development Kit"",
  ""Manufacturer"": ""Texas Instruments"",
  ""Operating Voltage"": ""N/A"",
  ""Current Rating"": ""N/A"",
  ""Package Type"": ""DIP (10-pin)"",
  ""Temperature Range"": ""-40 to 85°C"",
  ""Interface"": ""USB"",
  ""Key Features"": [
    ""MSP430G2553 device"",
    ""On-board emulator and debugger""
  ],
  ""Applications"": [
    ""Prototyping and testing"",
    ""Developing applications with MSP430 microcontrollers""
  ]
}"
A2D-1015,Microcontrollers & IoT,STM8L / STM8S,Dev Kit Ultra Low Power 8-bit / Mainstream 8-bit,-,https://www.st.com/resource/en/brochure/brstm8.pdf,https://www.st.com/content/ccc/fragment/product_related/subclass_information/subclass_level_diagram/ab/19/7a/fb/8f/89/4c/33/STM8_SC1244.jpg/files/STM8_SC1244.jpg/jcr:content/translations/en.STM8_SC1244.jpg,,"The STM8S series offers a high-performance and ultra-low-power microcontroller solution for various applications. With a clock speed of up to 24 MHz, it features 2 to 64 Kbytes of embedded Flash memory, up to 4 Kbytes of SRAM, and up to 2 Kbytes of EEPROM. The STM8S is designed to provide a high level of integration in an ultra-small footprint while offering a power consumption as low as 150 µA/MHz in run mode. It also features advanced digital and analog peripherals, making it suitable for applications such as industrial automation, medical equipment, and smart home devices.","{
  ""Part Number"": ""N/A"",
  ""Product Type"": ""Microcontroller"",
  ""Manufacturer"": ""STMicroelectronics"",
  ""Operating Voltage"": ""1.65 to 3.6 V"",
  ""Current Rating"": ""150 µA/MHz (run mode)"",
  ""Package Type"": ""Various (SO, TSSOP, QFN, LQFP)"",
  ""Temperature Range"": ""-40 to +85 °C (or up to 125 °C)"",
  ""Interface"": ""SPI, I²C, USART"",
  ""Key Features"": [
    ""24 MHz clock speed"",
    ""2 to 64 Kbytes of embedded Flash memory"",
    ""Up to 4 Kbytes of SRAM and up to 2 Kbytes of EEPROM""
  ],
  ""Applications"": [
    ""Industrial automation"",
    ""Medical equipment"",
    ""Smart home devices""
  ]
}"
A2D-1016,Microcontrollers & IoT,XNUCLEO-53L1A1,Expansion Board,-,https://www.st.com/resource/en/data_brief/x-nucleo-53l1a1.pdf,https://www.st.com/bin/ecommerce/api/image.PF265555.en.feature-description-include-personalized-no-cpn-large.jpg,,"The XNUCLEO-53L1A1 is an expansion board for STM32 nucleo boards, providing a complete evaluation kit for developing applications using the VL53L1X Time-of-Flight (ToF) sensor. This long-distance ranging sensor module offers accurate absolute ranging distance, independent of target reflectance. With its RoHS compliant design and compatibility with Arduino UNO R3 connector layout, this board is suitable for various applications such as Bluetooth or Wi-Fi interfaces. The XNUCLEO-53L1A1 features 0.25, 0.5, and 1 mm spacers to simulate air gaps, making it an ideal choice for developers seeking a comprehensive evaluation kit.","{
  ""Part Number"": ""XNUCLEO-53L1A1"",
  ""Product Type"": ""expansion board"",
  ""Manufacturer"": ""STMicroelectronics"",
  ""Operating Voltage"": ""N/A"",
  ""Current Rating"": ""N/A"",
  ""Package Type"": ""board"",
  ""Temperature Range"": ""N/A"",
  ""Interface"": ""Arduino UNO R3, STM32 nucleo board family"",
  ""Key Features"": [
    ""VL53L1X Time-of-Flight (ToF) sensor"",
    ""accurate absolute ranging distance""
  ],
  ""Applications"": [
    ""evaluation kit"",
    ""Bluetooth or Wi-Fi interfaces""
  ]
}"
A2D-1017,Microcontrollers & IoT,STM32F446,Nucleo-64 High Performance MCU,-,https://www.st.com/resource/en/user_manual/um1724-stm32-nucleo64-boards-mb1136-stmicroelectronics.pdf,https://www.st.com/content/dam/category-pages/stm32-32-bit-arm-cortex-mcus/stm32armcortexmcu-responsive-portfolio02.jpg,,"The NUCLEO-F030R8 board features a STMicroelectronics STM32F030 ARM-based microcontroller, operating at up to 48 MHz. It includes 128 KB of Flash memory and 16 KB of SRAM. The board supports Arduino R3 Shield compatibility and has a range of interfaces including USB, UART, SPI, I2C, and CAN. Its compact size and versatility make it suitable for various applications such as IoT devices, robotics, and embedded systems development.","{
  ""Part Number"": ""NUCLEO-F030R8"",
  ""Product Type"": ""Microcontroller Development Board"",
  ""Manufacturer"": ""STMicroelectronics"",
  ""Operating Voltage"": ""3.3V"",
  ""Current Rating"": ""N/A"",
  ""Package Type"": ""LQFP64"",
  ""Temperature Range"": ""-40°C to 85°C"",
  ""Interface"": ""USB, UART, SPI, I2C, CAN"",
  ""Key Features"": [
    ""ARM-based microcontroller"",
    ""128 KB Flash memory"",
    ""16 KB SRAM""
  ],
  ""Applications"": [
    ""IoT devices"",
    ""robotics"",
    ""embedded systems development""
  ]
}"
A2D-1018,Microcontrollers & IoT,STM32F401,Nucleo-64,-,https://www.st.com/resource/en/user_manual/um1724-stm32-nucleo64-boards-mb1136-stmicroelectronics.pdf,https://www.st.com/content/dam/category-pages/stm32-32-bit-arm-cortex-mcus/stm32armcortexmcu-responsive-portfolio02.jpg,,"The NUCLEO-F030R8 is a versatile microcontroller development board based on the STM32F030 MCU. It features an operating voltage of 3V to 5V, current rating of 120mA and package type of LQFP64. The board supports temperature range from -40°C to 85°C and has an interface type of SWD. Key features include a debug connector CN4 (SWD) and solder bridges for customization. Main applications include IoT projects, robotics, and smart home devices.","{
  ""Part Number"": ""NUCLEO-F030R8"",
  ""Product Type"": ""Microcontroller Development Board"",
  ""Manufacturer"": ""STMicroelectronics"",
  ""Operating Voltage"": ""3V to 5V"",
  ""Current Rating"": ""120mA"",
  ""Package Type"": ""LQFP64"",
  ""Temperature Range"": ""-40°C to 85°C"",
  ""Interface"": ""SWD"",
  ""Key Features"": [
    ""Debug Connector CN4 (SWD)"",
    ""Solder Bridges for Customization""
  ],
  ""Applications"": [
    ""IoT Projects"",
    ""Robotics"",
    ""Smart Home Devices""
  ]
}"
A2D-1019,Microcontrollers & IoT,STM32F411,Dev Kit High Perf,-,https://www.st.com/resource/en/user_manual/um1472-discovery-kit-with-stm32f407vg-mcu-stmicroelectronics.pdf,https://www.st.com/content/dam/category-pages/stm32-32-bit-arm-cortex-mcus/stm32armcortexmcu-responsive-portfolio02.jpg,,"The STM32F4DISCOVERY features a 32-bit Arm Cortex M4 microcontroller with FPU core, 1-Mbyte flash memory, and 192-Kbyte RAM. This discovery kit supports USB OTG FS, MEMS 3-axis accelerometer, and audio DAC with integrated class D speaker driver. Key applications include industrial automation, consumer electronics, and robotics. Relevant component keywords include LQFP100 package type, 1 Mbyte flash memory, and USB interface.","{
  ""Part Number"": ""N/A"",
  ""Product Type"": ""Discovery kit"",
  ""Manufacturer"": ""STMicroelectronics"",
  ""Operating Voltage"": ""3 V and 5 V"",
  ""Current Rating"": ""N/A"",
  ""Package Type"": ""LQFP100"",
  ""Temperature Range"": ""N/A"",
  ""Interface"": ""USB OTG FS"",
  ""Key Features"": [
    ""STM32F407VGT6 microcontroller"",
    ""MEMS 3-axis accelerometer"",
    ""Audio DAC with integrated class D speaker driver""
  ],
  ""Applications"": [
    ""Industrial automation"",
    ""Consumer electronics"",
    ""Robotics""
  ]
}"
A2D-1020,Sensors & Modules,Analog TDS Sensor,Meter for Uno,RL6 (18),https://mm.digikey.com/Volume0/opasdata/d220001/medias/docus/2309/SEN0244_Web.pdf,https://www.codasensor.com/wp-content/uploads/2024/11/CDT-1T4B-TDS-Sensor.webp,,,
A2D-1021,Sensors & Modules,PT100,Sensor (3 meter),-,https://assets.fishersci.com/TFS-Assets/LED/Specification-Sheets/D21346~.pdf,https://cdn-shop.adafruit.com/970x728/3328-06.jpg,,"Monitor ultra-low temperature freezers and nitrogen tanks with the A2D-1021 PT100 sensor module. This industrial-grade device measures temperatures from -200°C to +150°C, making it suitable for a wide range of applications. Key features include wireless technology with a range of up to 700 meters, 3,000 data measurement points, and a smart siren alarm system. The module is designed for use in ultra-low temperature freezers at -86°C and nitrogen tanks at -196°C, providing accurate measurements and real-time monitoring.","{
  ""Part Number"": ""A2D-1021"",
  ""Product Type"": ""sensor module"",
  ""Manufacturer"": ""Thermo Fisher Scientific Inc."",
  ""Operating Voltage"": ""N/A"",
  ""Current Rating"": ""25mW"",
  ""Package Type"": ""module with PT100 sensor and cable"",
  ""Temperature Range"": ""-200°C to +150°C (measurement range: -200°C to 0°C for nitrogen tanks, from -100°C to +150°C for ultra-low temperature freezers)"",
  ""Interface"": ""wireless with industrial scientific medical (ISM) band frequencies"",
  ""Key Features"": [
    ""wireless technology"",
    ""3,000 data measurement points""
  ],
  ""Applications"": [
    ""monitoring ultra-low temperature freezers at -86°C"",
    ""monitoring nitrogen tanks at -196°C""
  ]
}"
A2D-1022,Sensors & Modules,EM-18,RFID Reader / Serial + TTL,RB10,https://www.rhydolabz.com/documents/micro_RFID_reader_datasheet.pdf,https://m.media-amazon.com/images/I/81a6WDMDP4L.jpg,,,
A2D-1023,Sensors & Modules,RFID Reader/Writer,13.56MHz USB,-,https://files.identiv.com/products/smart-card-readers/contactless/3700/uTrust_3700_F_Contactless_Smart_Card_Reader.pdf,https://assets.omron.com/m/00c5f1e452fd0113/Square_M-V780_UHF_Product_Image-jpg.jpg,,"The uTrust 3700 F RFID Reader/Writer is a compact and modern solution for various NFC and contactless applications. Its interoperable design supports multiple credential types, including MIFARE Classic, Ultralight, and DESFire families, as well as FeliCa and Calypso technologies. This device offers fast data transfer rates of up to 848 kbps and is powered by a USB bus-powered power supply. With its all-in-one concept and plug-and-play driver support for Windows, Android, and other operating systems, the uTrust 3700 F is an ideal solution for applications that require seamless integration with end-user environments. Its compact design makes it perfect for use in limited-space environments, and its ergonomic operation ensures user-friendly interaction.","{
  ""Part Number"": ""A2D-1023"",
  ""Product Type"": ""RFID Reader/Writer"",
  ""Manufacturer"": ""Identiv"",
  ""Operating Voltage"": ""USB Bus-powered"",
  ""Current Rating"": ""50mA, excluding card"",
  ""Package Type"": ""91x75x12 mm Dimensions"",
  ""Temperature Range"": ""0° to 50° C (32° to 122° F)"",
  ""Interface"": ""USB"",
  ""Key Features"": [
    ""Supports mixed credential populations and form factors"",
    ""Features 13.56 MHz contactless and NFC technology""
  ],
  ""Applications"": [
    ""NFC-enabled smart phone applications"",
    ""Contactless smart card reader/writer applications"",
    ""Convergent communication (NFC) technologies""
  ]
}"
A2D-1024,Sensors & Modules,LDR Sensor,-,RB7 (8),https://components101.com/sites/default/files/component_datasheet/LDR%20Datasheet.pdf,http://www.truspeed.co.uk/cdn/shop/products/71_grande.jpg?v=1474823915,,"The A2D-1024 LDR Sensor is a reliable and cost-effective solution for various applications. Its wide spectral response allows it to detect light levels from 0.1 lux to 30,000 lux, making it suitable for use in smoke detection systems, automatic lighting control, and burglar alarm systems. With its low power consumption and compact package type, this LDR sensor is perfect for battery-powered devices or small form factor designs.","{
  ""Part Number"": ""A2D-1024"",
  ""Product Type"": ""LDR Sensor"",
  ""Manufacturer"": ""maker"",
  ""Operating Voltage"": ""100V (ac or dc peak), 25°C: 50mW"",
  ""Current Rating"": ""5mA"",
  ""Package Type"": ""N/A"",
  ""Temperature Range"": ""-60°C to +75°C"",
  ""Interface"": ""N/A"",
  ""Key Features"": [
    ""Wide spectral response"",
    ""Low cost"",
    ""Wide ambient temperature range""
  ],
  ""Applications"": [
    ""Smoke detection systems"",
    ""Automatic lighting control"",
    ""Burglar alarm systems""
  ]
}"
A2D-1025,Sensors & Modules,Sound Sensors,-,RB7 (18),https://resource.milesight.com/milesight/iot/document/ws302-datasheet-en.pdf,https://cdn2.webdamdb.com/md_oFtXUczy87k9.png?1536081064,,"The WS302 Sound Level Sensor from Milesight is a reliable and efficient solution for measuring sound levels in various environments. With its integrated microphone and LoRaWAN wireless transmission technology, this sensor can measure a wide range of noise levels and send accurate readings via LoRaWAN network. Its multiple weighting measurement options make it suitable for different application scenarios. Key features include a frequency range of 30Hz to 8kHz, accuracy within ±3dB, and a resolution of 0.1dB. This sensor is ideal for use in smart buildings, cities, schools, and health monitoring applications.","{
  ""Part Number"": ""A2D-1025"",
  ""Product Type"": ""Sound Sensor"",
  ""Manufacturer"": ""Milesight"",
  ""Operating Voltage"": ""N/A"",
  ""Current Rating"": ""N/A"",
  ""Package Type"": ""PC+ABS, White"",
  ""Temperature Range"": ""-20°C to +60°C"",
  ""Interface"": ""LoRaWAN"",
  ""Key Features"": [
    ""Supports multiple weighting measurements"",
    ""Measures various kinds of values for accurate sound level readings""
  ],
  ""Applications"": [
    ""Smart buildings"",
    ""Health monitoring""
  ]
}"
A2D-1026,Sensors & Modules,Hall Effect Sensors,-,RB7 (6),https://www.ti.com/lit/gpn/DRV5023,https://accucdn.accuenergy.com/wp-content/uploads/hak-quarter-left.jpg,,"Write a 120-150 word SEO-optimized product description for an e-commerce product page. Base it strictly on the datasheet. Include: 3-5 key technical features, 2-3 main applications, and relevant component keywords (e.g. package type, voltage range, interface). Use a clear, professional tone.","{
  ""Part Number"": ""N/A"",
  ""Product Type"": ""type"",
  ""Manufacturer"": ""maker"",
  ""Operating Voltage"": ""voltage"",
  ""Current Rating"": ""current"",
  ""Package Type"": ""package"",
  ""Temperature Range"": ""temp range"",
  ""Interface"": ""interface type"",
  ""Key Features"": [
    ""feature1"",
    ""feature2""
  ],
  ""Applications"": [
    ""app1"",
    ""app2""
  ]
}"
A2D-1027,Sensors & Modules,W1209,Temperature Controller / Sensor,-,https://www.kelco.rs/katalog/images/17670.pdf,"https://m.media-amazon.com/images/I/71XlsvCFCdL._AC_UF894,1000_QL80_.jpg",,,
