Product ID,Category,Product Name,Specifications,Bin Location,Datasheet URL,Image URL,Original Source,seo_description,technical_specifications
A2D-1049,Cooling Fans,ADDA AD1224UB-A72GL (DC Brushless),DC 12V,F43,http://www.addausa.com/specifications/92-120.pdf,https://m.media-amazon.com/images/I/51gYa4JRrVL.jpg,,,
A2D-1050,Cooling Fans,Nidec (2.75A / 3.3A),DC 12V,F43,https://igbt.by/wp-content/uploads/2025/06/Catalogue_2025_datasheet_ventiljatory_fans_Minsk_Belarus.pdf,https://s.alicdn.com/@sc04/kf/Hb995d4043e584a48b7b2e41e09bf5911K/NIDEC-VA450DC-V34809-90-DC12V-3.3A-120-120-38MM-12CM-4500RPM-Original-Brand-new-4-pin-PWM-Large-air-Volume-Cooling-Fan.jpg_300x300.jpg,,,
A2D-1051,Cooling Fans,Delta DC12V 2.75A / 3.3A,DC 12V,F45,https://rondonia.ro.gov.br/wp-content/uploads/2022/08/C.-COM-SEI.pdf,https://www.delta-fan.com/pub/media/catalog/product/cache/3fba745dcec88e97bfe808bedc471260/p/f/pfb0812-80x38px.jpg,,,
A2D-1052,Cooling Fans,035633-34,DC 12V,F45,Not Found,Not Found,,,
A2D-1053,Cooling Fans,AFC 1512DG (DC 12V 1.8A),DC 12V,F46,Not Found,https://00.img.avito.st/image/1/1.kLPPFraAPFq5uP5V40Tc-rm3Pl59oThafcZdXn11M5h0tThAubj-VXk.1Wu5Z-jj1oi-EAOPDJeck90ilz4uBR2rgS5CZkKRbp4?cqp=2.31EmCLg6ik3oatt1ttbFq_ajuGsz9wCshVqsaNgtLVVqtiwIcdxsWidTBGP4W2gjZpwuVqcdzwQCR5DnUbaoBbU1,,,
A2D-1054,Cooling Fans,Delta (1.60A / 1.80A),DC 12V,F46,https://www.newark.com/pdfs/31-60febcurrent.pdf,https://www.delta-fan.com/pub/media/catalog/product/cache/3fba745dcec88e97bfe808bedc471260/g/f/gfc0812.jpg,,,
A2D-1055,Cooling Fans,ADDA AD1224UB-A72GL (0.25A),DC 24V,F43,https://igbt.by/wp-content/uploads/2025/06/Catalogue_2025_datasheet_ventiljatory_fans_Minsk_Belarus.pdf,https://m.media-amazon.com/images/I/51gYa4JRrVL.jpg,,,
A2D-1056,Cooling Fans,CND DC24B7RS (0.2A),DC 24V,F43,Not Found,Not Found,,,
A2D-1057,Cooling Fans,Delta (0.30A),DC 24V,F43,https://deltapsu.com/jp/products/download/Datasheet/DRC-24V10W1AZ,"https://m.media-amazon.com/images/I/515UVrL+DDL._AC_UF1000,1000_QL80_.jpg",,,
A2D-1058,Cooling Fans,Servo (0.2A 4.8W),DC 24V,F43,https://mdlsoln.com/wp-content/uploads/catalogues/VKN_Brochure_Final_2022.pdf,https://i.ebayimg.com/00/s/MTYwMFgxNTgx/z/3QkAAOSwV5RmseNR/$_57.JPG,,,
A2D-1059,Cooling Fans,"All Mix (4"")",DC 12V,F48,https://www.allen-heath.com/content/uploads/2024/06/CQ-18T-Tech-Datasheet_Iss3.pdf,https://productschool.com/_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F6nwv0fapso8r%2F11MhXLStsL3lNaJDizUyN6%2F13c507b4ff011beb673b3d4ce88de92a%2F4-components-of-product-mix.png&w=2048&q=85,,,
A2D-1060,Cooling Fans,San Ace (DC 12V),DC 12V,F48,https://www.farnell.com/datasheets/2003018.pdf,https://products.sanyodenki.com/media/product%20images/sanace/9HV3612P3K001.png,,,
A2D-1061,Cooling Fans,Sunon (DC 12V 2.1A),DC 12V,F48,https://arcarc.xmission.com/Tech/Jameco%20Catalog%20V232%20(May%202003).pdf,https://i.ebayimg.com/images/g/P20AAOSwgNZnJIOe/s-l1200.jpg,,,
A2D-1062,Cooling Fans,Delta Thin/Mix (120x120x20,DC 12V,F44,https://mideacaucasus.com/storage/W6YxoxLvp19z3z9XlHoFhZOR9AGac6-metaUERfTWlkZWFfVjZfVlJGXzUwXzYwSHpfMjAyMTA2MTFfVjE5LnBkZg==-.pdf,https://s.alicdn.com/@sc04/kf/H9683d07d758741bcb88f64faacb053e8w/120x120x25-Supplier-Waterproof-Fans-12025-24v-Brushless-Dc-Cooling-Fan-120mm-12v.jpg_300x300.jpg,,,
A2D-1063,Cooling Fans,0.20A),DC 12V,F44,https://us.idec.com/idec-us/en/USD/medias/PS5RV-Datasheet.pdf?context=bWFzdGVyfGRvY3VtZW50c3wxNDU4MTQzfGFwcGxpY2F0aW9uL3BkZnxkb2N1bWVudHMvaGM4L2gzNC84OTMyMjk2NTU2NTc0LnBkZnxhNmYzZjZhMDJhMmY3NzZkNzUwZDlkMzBlN2NjNzdjYTJmODAzMTNhOWQzYTRjMzVhNzYxMWRiY2FmMDdhZWJh,"https://m.media-amazon.com/images/I/51EcX4W8TZL._AC_UF1000,1000_QL80_.jpg",,,
A2D-1064,Cooling Fans,EFS DC 12V 0.83A,DC 12V,F44,https://search.abb.com/library/Download.aspx?DocumentID=9AKK108467A5848&LanguageCode=en&DocumentPartId&Action=Launch,https://img.lazcdn.com/g/p/d62c0cc3009eaa7a9cb2e51aee95bb18.jpg_720x720q80.jpg,,,
A2D-1065,Cooling Fans,EAA 1524SHG (DC 24V 2.1A),DC 12V,F44,Not Found,Not Found,,,
A2D-1066,Cooling Fans,San Ace 172 (12V 2.3A),DC 12V,F44,https://kentec.co.uk/wp-content/uploads/2018/08/man-1200.pdf,https://s.alicdn.com/@sc04/kf/H2923f8c5821d4a69858e50b384e508a6l.jpg,,,
A2D-1067,Cooling Fans,Servo D1278E48 (DC 48V 0.56A),DC 48V,F39,Not Found,Not Found,,,
A2D-1068,Cooling Fans,Delta (DC 48V 0.20A / 2.52A),DC 48V,F39,https://tiristor.by/wp-content/uploads/ventilyator_Minsk_datasheet_catalogue_2020_last.pdf,https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=10161490309175988,,,
A2D-1069,Cooling Fans,NMB FFC 1348CE (1.08A),DC 48V,F39,Not Found,Not Found,,,
A2D-1070,Cooling Fans,4715KL-07W (0.87A),DC 48V,F39,https://tiristor.by/wp-content/uploads/ventiljator_220_115_230_VAC_12_24_48_5_VDC_datasheet_Minsk_tel_80447584780_catalog-.pdf,https://i.ebayimg.com/images/g/2j8AAOSwfP9nJ5Pe/s-l1200.png,,,
A2D-1071,Cooling Fans,Nidec Ultra F T12E54 (1.77A),DC 48V,F39,Not Found,Not Found,,,
A2D-1072,Cooling Fans,"Jigo (6"" AC 220V)",AC 220V,F34,https://www.fairpowerage.com/upload_file/catelogue_pdf/121_small_Jigo_Catalogue_www.fairpowerage.com.pdf,https://cdn11.bigcommerce.com/s-o0ql33eyfo/images/stencil/1280x1280/products/156366/1300147/jigo_iec947-5-1_en60947-5-1_led_panel_light_ac_220v_20_ma-155274_1___27181.1746616232.jpg?c=1,,,
A2D-1073,Cooling Fans,Rexnord REC-22060 (0.40A),AC 220V,F34,https://www.rexnordindia.com/Catalogue.pdf,"https://m.media-amazon.com/images/I/61NltGZISDL._AC_UF1000,1000_QL80_.jpg",,,
A2D-1074,Cooling Fans,Nidec S.J.A,AC 220V,F34,https://www.wnewbury.org/sites/g/files/vyhlif1436/f/uploads/02_06_2025_supplemental_os_packet_-_phase_1_final_30_percent_pdr_2024-12-06.pdf,https://www.sheffield-pottery.com/cdn/shop/files/white-SJA-2.jpg?v=1697052918,,,
A2D-1075,Cooling Fans,"Jigo (6"")",AC 220V,F30,https://www.fairpowerage.com/upload_file/catelogue_pdf/121_small_Jigo_Catalogue_www.fairpowerage.com.pdf,https://5.imimg.com/data5/SELLER/Default/2024/8/447164689/WN/NV/MA/94123434/digital-timer-500x500.jpeg,,,
A2D-1076,Cooling Fans,Rexnord REC 27245A200,AC 220V,F30,Not Found,Not Found,,,
A2D-1077,Cooling Fans,Comair Rotron (AC 115V Square),AC 220V,F30,https://www.comairrotron.com/ComairRotron-2024.pdf,https://integrityelectricdirect.com/wp-content/uploads/2017/01/IMG_0186-scaled.jpg,,,
A2D-1078,Cooling Fans,"San Ace 172 (4""",DC 24V / 48V,F31,https://docs.rs-online.com/8bf9/0900766b814d9e58.pdf,https://products.sanyodenki.com/media/product%20images/sanace/109E4712L401.png,,,
A2D-1079,Cooling Fans,DC 24V 2.3A),DC 24V / 48V,F31,https://www.meanwell.com/Upload/PDF/FUL_EN_s.pdf,https://m.media-amazon.com/images/I/61paNNgl2gL.jpg,,,
A2D-1080,Cooling Fans,109E5712V5,DC 24V / 48V,F31,https://www.indiamart.com/proddetail/ebmpapst-614-nghh-cooling-fans-23714471912.html,https://5.imimg.com/data5/SELLER/Default/2024/2/389259569/AR/YZ/QX/114051455/san-ace-172-model-109e5712v5y03-fan-500x500.jpeg,,,
A2D-1081,Cooling Fans,EFR 1548UHG (DC 48V 0.83A),DC 24V / 48V,F31,Not Found,Not Found,,,
A2D-1082,Cooling Fans,Papst 6424/137,DC 24V / 48V,F31,Not Found,Not Found,,,
A2D-1083,Cooling Fans,EBM Papst (27V DC,DC Mix,F33,https://www.ebmpapst.com/content/dam/ebm-papst/media/catalogs/products/Catalog_Compactfans_US_en.pdf,https://www.galco.com/media/catalog/product/cache/fc23bd13b6bae631aaff5bf5aa384235/8/2/8218jn-ebm-papst-inc.jpg,,,
A2D-1084,Cooling Fans,48V 30W),DC Mix,F33,https://www.ti.com/lit/gpn/PTB48560B,"https://m.media-amazon.com/images/I/51W+eKGC74L._AC_UF894,1000_QL80_.jpg",,,
A2D-1085,Cooling Fans,San Ace (1.4A),DC Mix,F33,https://publish.sanyodenki.com/library/books/product_information_E/book/data/product_information_E.pdf,https://i.ebayimg.com/images/g/sZ0AAOSwU8Rm8TxE/s-l1200.jpg,,,
A2D-1086,Cooling Fans,"Delta (4"" 3.3A)",DC 48V,F16,https://deltapsu.com/en/products/download/Datasheet/PMR-48V150W1AT,https://i.ebayimg.com/images/g/8ZAAAOSw8rFnPZuR/s-l1200.jpg,,,
A2D-1087,Cooling Fans,"Papst (4"")",DC Mix,F17/F18,https://ebmpapst.dk/wp-content/uploads/2018/10/Kompaktventilatorer_AC-axial-fans_2016-01_EN-1.pdf,"https://m.media-amazon.com/images/I/71WavDoARSL._AC_UF1000,1000_QL80_.jpg",,,
A2D-1088,Cooling Fans,Nidec (0.59A / 1.3A / 1.40A),DC Mix,F17/F18,https://picclick.ca/Business-Industrial/Electrical-Equipment-Supplies/Electronic-Components-Semiconductors/Thermal-Management/Electronic-Component-Fans/,https://www.picclickimg.com/7fUAAeSwSJ9pQvr4/1pcs-850200A501024S076-Encoder.webp,,,
A2D-1089,Cooling Fans,IMP (48V 0.83A / 2.10A),DC Mix,F17/F18,https://www.delta-fan.com/,https://www.delta-fan.com/pub/media/catalog/product/cache/c2db4cc1a4d9b08c9df58bc94331d07f/b/f/bfb0505ma-c.jpg,,,
A2D-1090,Cooling Fans,Sunon (60x60x38,Small Fans,F22,https://www.sunon.com/eu/MANAGE/Docs/WEBCONT/Files/1236/SUNON%20DC%20Brushless%20Fan%20&%20Blower(255-E).pdf,https://product-images.eetgroup.com/images/200px_jpg/Img_34034910.jpg,,,
A2D-1091,Cooling Fans,0.67A),Small Fans,F22,https://www.meanwell.com/Upload/PDF/Short_Form_din.pdf,"https://m.media-amazon.com/images/I/51JHsXFdMNL._AC_UF894,1000_QL80_.jpg",,,
A2D-1092,Cooling Fans,Delta (60x60x38),Small Fans,F22,https://www.delta-fan.com/Upload/IP/Delta_IP.pdf,https://i.ebayimg.com/images/g/iT4AAOSwF6xmCrjQ/s-l1200.jpg,,,
A2D-1093,Cooling Fans,AVC (70x70x20 2.75A),Small Fans,F22,https://igbt.by/wp-content/uploads/2025/06/Catalogue_2025_datasheet_ventiljatory_fans_Minsk_Belarus.pdf,https://www.delta-fan.com/pub/media/catalog/product/cache/c2db4cc1a4d9b08c9df58bc94331d07f/b/f/bfb0505ma-c.jpg,,,
A2D-1094,Cooling Fans,Nidec (90x90x38),90x90 Fans,F10/F11,https://tiristor.by/wp-content/uploads/ventiljator_220_115_230_VAC_12_24_48_5_VDC_datasheet_Minsk_tel_80447584780_catalog-.pdf,https://i.ebayimg.com/images/g/RTMAAOSw0yJn2Ozo/s-l400.jpg,,,
A2D-1095,Cooling Fans,Harish (90x90x38),90x90 Fans,F10/F11,Not Found,Not Found,,,
A2D-1096,Cooling Fans,Delta P09038 (12V 1A),90x90 Fans,F10/F11,Not Found,x-raw-image:///86716f6c66d7641e685e69e02d910007038e647e4b2d2251ea64118764e71b6a,,,
A2D-1097,Cooling Fans,Sunon (DC 12V 0.26A),90x90 Fans,F10/F11,https://tiristor.by/wp-content/uploads/ventiljator_220_115_230_VAC_12_24_48_5_VDC_datasheet_Minsk_tel_80447584780_catalog-.pdf,https://www.coolerguys.com/cdn/shop/products/EL_800x.png?v=1571232686,,,
A2D-1098,General - Cables,5A/15A CPU Cables,"5A/15A CPU Cables, CPU to Monitor (Thick), Mobile Charger Cables, VGA Cables, Data Cables","Bin 52, 55 ",https://assets.tripplite.com/product-pdfs/en/p034010.pdf,https://media.startech.com/cms/products/gallery_large/pxt101.main.jpg,,,
A2D-1099,General - Cables,CPU to Monitor (Thick),"5A/15A CPU Cables, CPU to Monitor (Thick), Mobile Charger Cables, VGA Cables, Data Cables","Bin 52, 55 ",https://h20195.www2.hp.com/v2/GetDocument.aspx?docname=c08174111,https://m.media-amazon.com/images/I/81dr15aerZL.jpg,,,
A2D-1100,General - Cables,Mobile Charger Cables,"5A/15A CPU Cables, CPU to Monitor (Thick), Mobile Charger Cables, VGA Cables, Data Cables","Bin 52, 55 ",https://assets.tripplite.com/product-pdfs/en/u040006c.pdf,https://cdn11.bigcommerce.com/s-niex9u58ma/images/stencil/1280x1280/products/385/1578/DAT-LM2022_ecomm_car_accs_07__81146.1753139141.jpg?c=1,,,
A2D-1101,General - Cables,VGA Cables,"5A/15A CPU Cables, CPU to Monitor (Thick), Mobile Charger Cables, VGA Cables, Data Cables","Bin 52, 55 ",https://www.hattelandtechnology.com/hubfs/pdf/ind_ds/ds_cables_and_connectors_specfications.pdf,"https://m.media-amazon.com/images/I/61saGSE9mhL._AC_UF894,1000_QL80_.jpg",,,
